stage,source_path,source_row,chronology_block,decision_rule,strategy,metric,numeric_value
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,31,external_test,event_day_open,,mean_effect,-0.407963214118
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,31,external_test,event_day_open,,standard_error,0.151238364393
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,31,external_test,event_day_open,,median_effect,-0.335506941795
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,31,external_test,event_day_open,,positive_effect_share,0.266666666667
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,31,external_test,event_day_open,,minimum_effect,-4.05290127314
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,31,external_test,event_day_open,,maximum_effect,0.752545966271
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,32,holdout,24h_prior,,settlement_dates,10
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,32,holdout,24h_prior,,mean_effect,-0.00662557640233
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,32,holdout,24h_prior,,standard_error,0.0482987189912
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,32,holdout,24h_prior,,median_effect,0.0404874238799
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,32,holdout,24h_prior,,positive_effect_share,0.7
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,32,holdout,24h_prior,,minimum_effect,-0.320404905357
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,32,holdout,24h_prior,,maximum_effect,0.177428660797
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,33,holdout,12h_prior,,settlement_dates,10
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,33,holdout,12h_prior,,mean_effect,0.03430511866
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,33,holdout,12h_prior,,standard_error,0.0649413496879
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,33,holdout,12h_prior,,median_effect,-0.0371534266648
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,33,holdout,12h_prior,,positive_effect_share,0.5
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,33,holdout,12h_prior,,minimum_effect,-0.170693740803
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,33,holdout,12h_prior,,maximum_effect,0.430829241266
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,34,holdout,6h_prior,,settlement_dates,10
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,34,holdout,6h_prior,,mean_effect,0.00326660946494
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,34,holdout,6h_prior,,standard_error,0.0956026560107
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,34,holdout,6h_prior,,median_effect,-0.142990058339
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,34,holdout,6h_prior,,positive_effect_share,0.4
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,34,holdout,6h_prior,,minimum_effect,-0.266209560642
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,34,holdout,6h_prior,,maximum_effect,0.540730859617
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,35,holdout,event_day_open,,settlement_dates,10
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,35,holdout,event_day_open,,mean_effect,-0.0278235856576
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,35,holdout,event_day_open,,standard_error,0.0821870760135
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,35,holdout,event_day_open,,median_effect,-0.10045439435
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,35,holdout,event_day_open,,positive_effect_share,0.3
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,35,holdout,event_day_open,,minimum_effect,-0.289742887051
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,35,holdout,event_day_open,,maximum_effect,0.509035062876
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,36,external_test,24h_prior,,settlement_dates,27
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,36,external_test,24h_prior,,mean_effect,-0.0730981598842
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,36,external_test,24h_prior,,standard_error,0.0346690369778
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,36,external_test,24h_prior,,median_effect,-0.116491349533
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,36,external_test,24h_prior,,positive_effect_share,0.259259259259
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,36,external_test,24h_prior,,minimum_effect,-0.38464742425
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,36,external_test,24h_prior,,maximum_effect,0.327614039741
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,37,external_test,12h_prior,,settlement_dates,28
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,37,external_test,12h_prior,,mean_effect,-0.0298797704604
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,37,external_test,12h_prior,,standard_error,0.0368019506409
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,37,external_test,12h_prior,,median_effect,-0.0794651460102
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,37,external_test,12h_prior,,positive_effect_share,0.321428571429
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,37,external_test,12h_prior,,minimum_effect,-0.371050019815
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,37,external_test,12h_prior,,maximum_effect,0.459320697364
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,38,external_test,6h_prior,,settlement_dates,29
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,38,external_test,6h_prior,,mean_effect,-0.11224010896
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,38,external_test,6h_prior,,standard_error,0.0355218952568
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,38,external_test,6h_prior,,median_effect,-0.0765786388388
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,38,external_test,6h_prior,,positive_effect_share,0.310344827586
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,38,external_test,6h_prior,,minimum_effect,-0.449263690156
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,38,external_test,6h_prior,,maximum_effect,0.285494958891
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,39,external_test,event_day_open,,settlement_dates,30
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,39,external_test,event_day_open,,mean_effect,-0.0911457323571
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,39,external_test,event_day_open,,standard_error,0.0376642401907
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,39,external_test,event_day_open,,median_effect,-0.146626738499
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,39,external_test,event_day_open,,positive_effect_share,0.3
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,39,external_test,event_day_open,,minimum_effect,-0.418149511878
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,39,external_test,event_day_open,,maximum_effect,0.419825123567
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,40,holdout,24h_prior,,settlement_dates,10
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,40,holdout,24h_prior,,mean_effect,0.05645
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,40,holdout,24h_prior,,standard_error,0.0769649433184
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,40,holdout,24h_prior,,median_effect,0
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,40,holdout,24h_prior,,positive_effect_share,0.2
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,40,holdout,24h_prior,,minimum_effect,-0.325
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,40,holdout,24h_prior,,maximum_effect,0.61
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,41,external_test,24h_prior,,settlement_dates,30
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,41,external_test,24h_prior,,mean_effect,-0.0193666666667
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,41,external_test,24h_prior,,standard_error,0.0475367669763
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,41,external_test,24h_prior,,median_effect,-0.095
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,41,external_test,24h_prior,,positive_effect_share,0.1
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,41,external_test,24h_prior,,minimum_effect,-0.24
13_uncertainty_rule_sensitivity,outputs/final_tables/13_uncertainty_rule_sensitivity.csv,41,external_test,24h_prior,,maximum_effect,0.86
